loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
601.0,3.0, Not Graduate,,4200000.0,9700000.0,,,700000.0,,,, Rejected
602.0,0.0, Graduate, Yes,5300000.0,10600000.0,2.0,828.0,8100000.0,6700000.0,17400000.0,5800000.0,
603.0,5.0, Graduate,,3700000.0,10000000.0,,709.0,,800000.0,,2200000.0,
604.0,4.0, Not Graduate, Yes,5600000.0,,,528.0,14200000.0,2300000.0,12100000.0,7200000.0, Rejected
605.0,2.0, Graduate,,4300000.0,,,623.0,9800000.0,6700000.0,17000000.0,, Approved
606.0,4.0,, Yes,7100000.0,24500000.0,14.0,,9100000.0,7000000.0,20400000.0,, Approved
607.0,4.0, Graduate,,5400000.0,12700000.0,4.0,622.0,11000000.0,3300000.0,15100000.0,6500000.0, Approved
608.0,0.0, Not Graduate,,6000000.0,13100000.0,6.0,385.0,16600000.0,7600000.0,22000000.0,7400000.0, Rejected
609.0,,, Yes,,,2.0,579.0,,7200000.0,12200000.0,2000000.0, Approved
610.0,4.0, Not Graduate,,8300000.0,17900000.0,20.0,,12700000.0,1300000.0,26800000.0,,
611.0,,, No,8100000.0,23900000.0,,449.0,7100000.0,6100000.0,28300000.0,8900000.0, Rejected
612.0,1.0, Not Graduate, No,,,14.0,666.0,3600000.0,11600000.0,16600000.0,5800000.0, Approved
613.0,5.0,, No,7200000.0,17500000.0,4.0,380.0,,,,6200000.0, Rejected
,2.0, Graduate,,3500000.0,8100000.0,,589.0,3800000.0,6700000.0,12500000.0,2700000.0, Approved
615.0,1.0, Graduate, No,6200000.0,19500000.0,12.0,845.0,9100000.0,2900000.0,15300000.0,4000000.0, Approved
616.0,3.0, Not Graduate, No,5200000.0,17300000.0,10.0,401.0,2600000.0,1400000.0,,6400000.0, Rejected
617.0,0.0,,,4500000.0,14500000.0,2.0,766.0,6100000.0,8400000.0,,, Approved
618.0,5.0,, No,5400000.0,,12.0,522.0,5200000.0,,13900000.0,, Rejected
619.0,3.0, Not Graduate, Yes,2000000.0,6900000.0,6.0,834.0,2200000.0,2800000.0,6400000.0,3000000.0, Approved
620.0,3.0, Graduate, No,8900000.0,25400000.0,,588.0,19400000.0,,18800000.0,, Approved
621.0,2.0, Graduate, No,,10600000.0,4.0,570.0,11900000.0,,14800000.0,7100000.0, Approved
622.0,2.0, Graduate,,4900000.0,,6.0,860.0,13600000.0,7500000.0,12700000.0,5600000.0, Approved
623.0,4.0, Graduate, Yes,5300000.0,19200000.0,4.0,,14200000.0,6900000.0,17800000.0,3900000.0, Approved
624.0,3.0, Not Graduate, Yes,8500000.0,27700000.0,,457.0,,,18900000.0,5200000.0,
625.0,, Graduate, Yes,700000.0,2100000.0,,863.0,100000.0,1200000.0,2700000.0,600000.0, Approved
626.0,3.0, Not Graduate,,,18900000.0,,742.0,,4500000.0,23200000.0,, Approved
627.0,3.0, Graduate, No,3500000.0,13300000.0,4.0,798.0,7400000.0,,12100000.0,3600000.0,
628.0,5.0, Not Graduate, Yes,7700000.0,18900000.0,16.0,,15600000.0,6100000.0,23900000.0,, Approved
629.0,2.0, Not Graduate, Yes,4500000.0,12500000.0,12.0,418.0,400000.0,,12400000.0,4300000.0, Rejected
630.0,0.0, Graduate,,,22200000.0,6.0,419.0,7400000.0,600000.0,18200000.0,9800000.0, Rejected
631.0,1.0,, Yes,9000000.0,29900000.0,2.0,668.0,22100000.0,,24400000.0,, Approved
632.0,2.0, Not Graduate, No,8900000.0,29200000.0,8.0,608.0,10800000.0,5200000.0,33500000.0,11700000.0, Approved
,5.0, Not Graduate,,6500000.0,13800000.0,10.0,342.0,15300000.0,2300000.0,14400000.0,7300000.0, Rejected
,,, Yes,,18000000.0,8.0,817.0,1400000.0,7800000.0,16900000.0,10800000.0,
635.0,1.0, Not Graduate, No,8400000.0,,16.0,476.0,16100000.0,2400000.0,32700000.0,7500000.0, Rejected
636.0,0.0, Not Graduate, No,5300000.0,20000000.0,6.0,881.0,15900000.0,3700000.0,19500000.0,4000000.0,
,, Graduate, No,4100000.0,,,838.0,5500000.0,4800000.0,15100000.0,2700000.0, Approved
638.0,3.0, Not Graduate, No,6900000.0,27400000.0,,406.0,10200000.0,6500000.0,,5300000.0, Approved
639.0,1.0, Graduate, Yes,,19500000.0,12.0,778.0,5200000.0,4300000.0,19900000.0,5800000.0, Approved
640.0,5.0, Not Graduate,,,7400000.0,14.0,799.0,3600000.0,3700000.0,4300000.0,1100000.0, Approved
641.0,3.0, Graduate, No,,17800000.0,,716.0,12600000.0,,10800000.0,4500000.0, Approved
642.0,0.0, Graduate,,7100000.0,,16.0,756.0,8000000.0,5000000.0,17600000.0,5400000.0, Approved
,0.0, Not Graduate, No,,20100000.0,10.0,,,1800000.0,21900000.0,,
,,, No,5400000.0,19400000.0,20.0,,13800000.0,3200000.0,20000000.0,4300000.0,
645.0,3.0,, No,4100000.0,8500000.0,2.0,833.0,12000000.0,0.0,16200000.0,3400000.0, Approved
646.0,4.0,, No,4900000.0,11400000.0,8.0,,,,14700000.0,4800000.0, Rejected
647.0,5.0, Graduate, Yes,5400000.0,21200000.0,20.0,734.0,7300000.0,1800000.0,,7500000.0, Approved
648.0,,, No,,9600000.0,12.0,620.0,7900000.0,,8600000.0,, Approved
,, Not Graduate, Yes,,,8.0,812.0,15200000.0,4500000.0,21100000.0,, Approved
650.0,4.0, Graduate, Yes,5100000.0,14000000.0,,,9800000.0,,10400000.0,6800000.0,
,0.0, Graduate,,9800000.0,32600000.0,10.0,704.0,7000000.0,,,, Approved
652.0,, Graduate,,,4100000.0,,391.0,4300000.0,1400000.0,5700000.0,700000.0, Rejected
653.0,4.0,, No,8000000.0,29100000.0,4.0,421.0,3100000.0,12000000.0,27000000.0,, Approved
,5.0,, No,2900000.0,6700000.0,14.0,796.0,3800000.0,3700000.0,,4200000.0,
655.0,4.0, Graduate, No,9200000.0,30300000.0,10.0,607.0,,16600000.0,29600000.0,8900000.0, Approved
656.0,3.0, Not Graduate, No,9500000.0,20400000.0,14.0,376.0,2300000.0,6600000.0,25900000.0,8400000.0, Rejected
657.0,0.0, Graduate, Yes,,,8.0,424.0,1900000.0,5600000.0,,, Rejected
658.0,5.0, Graduate, Yes,7100000.0,20800000.0,6.0,442.0,2900000.0,7100000.0,28200000.0,7100000.0,
659.0,5.0,, No,5600000.0,17600000.0,14.0,,6700000.0,3500000.0,,6800000.0, Rejected
660.0,0.0, Graduate, Yes,,,,638.0,1500000.0,500000.0,2700000.0,1500000.0,
661.0,3.0, Not Graduate, No,,5600000.0,6.0,710.0,3100000.0,800000.0,,1600000.0, Approved
662.0,,, Yes,,4800000.0,,641.0,4200000.0,1000000.0,4100000.0,1400000.0, Approved
663.0,2.0, Not Graduate, No,5300000.0,20200000.0,,348.0,9200000.0,9500000.0,17300000.0,6100000.0, Rejected
664.0,5.0, Not Graduate, No,9100000.0,19900000.0,20.0,519.0,9300000.0,,28900000.0,10500000.0, Rejected
665.0,4.0,, Yes,9400000.0,35000000.0,10.0,517.0,10700000.0,15100000.0,27500000.0,,
666.0,3.0, Not Graduate, No,5900000.0,,,375.0,,10500000.0,18100000.0,, Rejected
667.0,2.0, Graduate, Yes,,3400000.0,10.0,426.0,300000.0,800000.0,3900000.0,1400000.0, Rejected
668.0,4.0, Graduate, Yes,3100000.0,11500000.0,14.0,785.0,3200000.0,3100000.0,9100000.0,4200000.0, Approved
669.0,4.0, Not Graduate,,2200000.0,8600000.0,,,4100000.0,1300000.0,5900000.0,1400000.0, Rejected
670.0,1.0, Graduate, No,6000000.0,20100000.0,6.0,476.0,13900000.0,10000000.0,15200000.0,5500000.0, Rejected
671.0,1.0,,,2000000.0,5600000.0,,320.0,2400000.0,2300000.0,4600000.0,2100000.0,
672.0,4.0, Graduate, No,7200000.0,22900000.0,18.0,,,400000.0,17400000.0,8800000.0, Approved
673.0,1.0, Not Graduate, Yes,500000.0,1900000.0,12.0,868.0,200000.0,500000.0,1800000.0,, Approved
674.0,1.0, Not Graduate, Yes,5800000.0,,6.0,345.0,4000000.0,,,5500000.0, Rejected
675.0,0.0, Not Graduate, No,,300000.0,6.0,472.0,,100000.0,700000.0,0.0, Rejected
676.0,4.0, Not Graduate,,4600000.0,9500000.0,20.0,,5200000.0,5900000.0,13700000.0,3000000.0, Approved
677.0,5.0, Not Graduate, Yes,4600000.0,12800000.0,,,13100000.0,8600000.0,,3500000.0,
678.0,1.0, Graduate, No,,23100000.0,,,11400000.0,8500000.0,25700000.0,7900000.0,
679.0,, Not Graduate, Yes,,16600000.0,14.0,,,1400000.0,14900000.0,5900000.0, Approved
,0.0, Not Graduate, Yes,900000.0,3600000.0,10.0,683.0,,700000.0,3500000.0,, Approved
681.0,, Not Graduate, Yes,3200000.0,,,780.0,4200000.0,,9000000.0,, Approved
682.0,3.0, Graduate, No,600000.0,,8.0,,500000.0,800000.0,1400000.0,300000.0, Rejected
683.0,1.0, Not Graduate,,,12600000.0,10.0,721.0,,8700000.0,13900000.0,3600000.0, Approved
684.0,3.0, Not Graduate, Yes,6400000.0,15200000.0,14.0,,15500000.0,9100000.0,18400000.0,3200000.0, Rejected
685.0,2.0, Not Graduate,,,2500000.0,6.0,,,200000.0,3700000.0,, Approved
686.0,2.0,, No,6800000.0,14800000.0,14.0,803.0,11300000.0,3300000.0,19600000.0,6600000.0, Approved
687.0,0.0, Graduate, No,3000000.0,8400000.0,,361.0,7700000.0,,7300000.0,1800000.0, Rejected
688.0,, Not Graduate, Yes,8700000.0,30700000.0,,708.0,,4500000.0,27600000.0,9300000.0, Approved
689.0,4.0, Graduate, Yes,8800000.0,20900000.0,18.0,,,,34500000.0,, Approved
690.0,1.0,, Yes,,,,464.0,9300000.0,5700000.0,12400000.0,5100000.0, Rejected
691.0,, Graduate, No,1700000.0,,2.0,517.0,100000.0,200000.0,,1600000.0, Rejected
692.0,3.0, Not Graduate, Yes,900000.0,2300000.0,6.0,747.0,1200000.0,200000.0,2900000.0,600000.0, Approved
693.0,1.0, Not Graduate, No,7200000.0,24700000.0,6.0,,8800000.0,1400000.0,21700000.0,, Approved
694.0,0.0,, No,9200000.0,25400000.0,2.0,783.0,25400000.0,,19600000.0,, Approved
,3.0,, No,5700000.0,19400000.0,2.0,,7400000.0,10600000.0,20600000.0,, Approved
696.0,5.0,, Yes,,2700000.0,4.0,889.0,1900000.0,,2200000.0,500000.0,
697.0,2.0, Not Graduate, Yes,1100000.0,2200000.0,4.0,874.0,,1300000.0,2100000.0,900000.0, Approved
698.0,, Graduate, Yes,6000000.0,23900000.0,4.0,394.0,6700000.0,5800000.0,21900000.0,4500000.0,
699.0,2.0, Graduate, Yes,8100000.0,28500000.0,20.0,420.0,1500000.0,1400000.0,,10000000.0, Rejected
,2.0,,,,25100000.0,20.0,848.0,,8600000.0,17400000.0,4400000.0, Approved
,0.0, Graduate, Yes,,17900000.0,16.0,788.0,1700000.0,7800000.0,27100000.0,, Approved
702.0,1.0, Graduate, No,2200000.0,4900000.0,,509.0,3800000.0,0.0,,, Rejected
703.0,, Graduate,,6300000.0,23900000.0,6.0,899.0,-100000.0,11400000.0,20600000.0,6700000.0, Approved
704.0,4.0, Not Graduate,,6700000.0,15800000.0,,466.0,7500000.0,,19900000.0,, Rejected
705.0,5.0,, Yes,1300000.0,4300000.0,2.0,595.0,1300000.0,500000.0,2900000.0,1500000.0, Approved
706.0,, Not Graduate, No,,6700000.0,12.0,,1900000.0,2000000.0,8600000.0,2100000.0, Rejected
,, Graduate, No,7000000.0,18900000.0,2.0,691.0,6300000.0,7400000.0,15200000.0,3900000.0, Approved
708.0,3.0, Not Graduate, Yes,8800000.0,26700000.0,10.0,379.0,10100000.0,15500000.0,,9700000.0, Rejected
709.0,, Graduate,,8900000.0,25800000.0,,531.0,12400000.0,3400000.0,22900000.0,5400000.0, Rejected
710.0,5.0, Not Graduate, No,7000000.0,21800000.0,4.0,631.0,,,14600000.0,10000000.0, Approved
711.0,0.0,, Yes,6900000.0,18600000.0,10.0,,,,,, Rejected
712.0,5.0, Graduate, No,9200000.0,29200000.0,,383.0,17700000.0,13300000.0,30400000.0,5700000.0, Rejected
713.0,0.0, Graduate, Yes,6100000.0,19700000.0,,678.0,13700000.0,2300000.0,,5500000.0, Approved
714.0,, Graduate, Yes,4400000.0,14700000.0,8.0,,11400000.0,6300000.0,9400000.0,2400000.0,
715.0,, Not Graduate, No,9900000.0,22700000.0,12.0,567.0,28300000.0,9900000.0,29700000.0,5400000.0, Approved
716.0,5.0, Not Graduate, No,3900000.0,14000000.0,4.0,708.0,700000.0,1800000.0,,5200000.0, Approved
717.0,3.0,, No,6800000.0,21200000.0,2.0,,10700000.0,1900000.0,23200000.0,6300000.0,
,4.0, Not Graduate, No,3600000.0,8700000.0,14.0,302.0,6400000.0,3700000.0,7800000.0,4100000.0, Rejected
719.0,4.0, Graduate, No,700000.0,2600000.0,14.0,736.0,,600000.0,1900000.0,400000.0,
720.0,2.0, Not Graduate,,,8500000.0,6.0,323.0,11200000.0,1000000.0,14300000.0,4100000.0,
721.0,4.0, Graduate,,1800000.0,4100000.0,,670.0,1900000.0,2900000.0,4700000.0,, Approved
722.0,3.0, Not Graduate, No,,21000000.0,,609.0,8800000.0,11000000.0,15800000.0,4900000.0, Approved
723.0,4.0, Not Graduate, No,,24200000.0,18.0,,18800000.0,0.0,15800000.0,9400000.0,
724.0,5.0, Not Graduate, Yes,,,2.0,,100000.0,1100000.0,2100000.0,600000.0, Rejected
725.0,1.0, Not Graduate, No,4200000.0,16200000.0,14.0,391.0,5800000.0,2100000.0,,2600000.0, Rejected
726.0,4.0, Not Graduate,,5000000.0,18700000.0,10.0,755.0,3600000.0,600000.0,13000000.0,2600000.0, Approved
,1.0, Not Graduate, No,4100000.0,12200000.0,6.0,354.0,7300000.0,5600000.0,16300000.0,3500000.0, Rejected
,3.0, Not Graduate,,2200000.0,8800000.0,2.0,877.0,5000000.0,1300000.0,6400000.0,3100000.0,
729.0,, Not Graduate,,3400000.0,8600000.0,16.0,312.0,6400000.0,,8400000.0,3000000.0, Rejected
,0.0, Graduate, No,7100000.0,15900000.0,14.0,746.0,9500000.0,,23500000.0,8000000.0, Approved
731.0,3.0, Graduate, No,5800000.0,19600000.0,16.0,313.0,11100000.0,8100000.0,,6300000.0, Rejected
,, Graduate, No,3400000.0,,14.0,857.0,3400000.0,2500000.0,8700000.0,1900000.0, Approved
733.0,2.0, Not Graduate, No,,18300000.0,,504.0,14600000.0,500000.0,,4600000.0, Rejected
734.0,0.0, Graduate, No,500000.0,1200000.0,14.0,556.0,900000.0,0.0,1800000.0,500000.0,
735.0,2.0, Graduate, Yes,5300000.0,11000000.0,14.0,393.0,6800000.0,2400000.0,20500000.0,5200000.0, Rejected
736.0,, Graduate,,4700000.0,14400000.0,,881.0,,6100000.0,17600000.0,2400000.0, Approved
,2.0,, Yes,4300000.0,12200000.0,14.0,719.0,5100000.0,2600000.0,14000000.0,5700000.0,
738.0,2.0, Graduate, Yes,900000.0,2500000.0,16.0,,-100000.0,100000.0,,1100000.0, Rejected
739.0,4.0, Graduate, No,2000000.0,7500000.0,,857.0,,1500000.0,4200000.0,2100000.0, Approved
740.0,2.0, Graduate, Yes,2000000.0,7600000.0,16.0,429.0,5300000.0,3100000.0,5800000.0,, Rejected
741.0,3.0, Not Graduate, No,,15900000.0,12.0,538.0,3900000.0,800000.0,8800000.0,, Rejected
742.0,1.0, Not Graduate,,6900000.0,14400000.0,10.0,828.0,,13000000.0,,,
743.0,5.0, Graduate, Yes,,6100000.0,,339.0,5100000.0,2500000.0,8300000.0,, Rejected
744.0,5.0,, Yes,5800000.0,,18.0,376.0,2500000.0,,21100000.0,2800000.0, Rejected
745.0,5.0, Not Graduate, No,8000000.0,30000000.0,,549.0,14800000.0,200000.0,,7000000.0, Rejected
746.0,, Not Graduate, Yes,3700000.0,,18.0,587.0,,3100000.0,8800000.0,4100000.0,
747.0,0.0, Not Graduate, No,2600000.0,,18.0,861.0,0.0,3500000.0,6200000.0,, Approved
748.0,0.0, Not Graduate, No,3000000.0,7000000.0,,409.0,6400000.0,4900000.0,8000000.0,3500000.0, Rejected
749.0,4.0, Graduate,,,,,528.0,,2200000.0,10000000.0,1600000.0, Approved
,4.0, Not Graduate, No,5700000.0,,,691.0,,,,3000000.0,
751.0,, Graduate, No,1500000.0,3600000.0,4.0,584.0,3900000.0,1300000.0,4800000.0,1700000.0,
752.0,5.0,, No,6800000.0,20000000.0,4.0,459.0,14500000.0,3000000.0,25000000.0,4900000.0, Rejected
753.0,1.0,, Yes,8100000.0,31700000.0,10.0,755.0,0.0,12700000.0,30100000.0,4700000.0, Approved
,3.0, Not Graduate,,9200000.0,27700000.0,20.0,,4800000.0,16300000.0,25800000.0,, Approved
,1.0, Not Graduate, Yes,,26000000.0,6.0,384.0,2600000.0,,20000000.0,7900000.0,
756.0,4.0, Graduate, No,600000.0,1600000.0,20.0,869.0,1400000.0,1000000.0,1700000.0,200000.0, Approved
,1.0, Not Graduate,,4700000.0,18700000.0,20.0,445.0,2100000.0,0.0,11100000.0,4000000.0, Rejected
758.0,0.0, Graduate,,,5500000.0,,393.0,500000.0,1500000.0,5400000.0,1800000.0,
759.0,3.0, Graduate, Yes,9400000.0,24600000.0,10.0,414.0,8800000.0,13400000.0,23800000.0,5600000.0, Rejected
760.0,2.0, Graduate, No,,19900000.0,,,2800000.0,13700000.0,37000000.0,10800000.0, Rejected
761.0,, Not Graduate, Yes,8900000.0,,,815.0,200000.0,10800000.0,,6400000.0, Approved
762.0,5.0, Graduate, No,4600000.0,,8.0,758.0,3900000.0,4300000.0,,2900000.0, Approved
763.0,5.0, Not Graduate, Yes,5600000.0,14500000.0,10.0,,6900000.0,7800000.0,20600000.0,4600000.0, Rejected
764.0,0.0, Graduate,,1000000.0,,10.0,,2600000.0,800000.0,2900000.0,, Approved
765.0,3.0, Graduate, No,3500000.0,10300000.0,,324.0,2400000.0,900000.0,12600000.0,2400000.0, Rejected
766.0,0.0,, No,7900000.0,,,849.0,19400000.0,10300000.0,26600000.0,10600000.0, Approved
767.0,,,,,24200000.0,12.0,,300000.0,,23500000.0,5000000.0, Approved
768.0,3.0, Not Graduate,,,20900000.0,6.0,859.0,9600000.0,,29300000.0,11100000.0, Approved
769.0,4.0, Graduate, No,5300000.0,,8.0,584.0,5100000.0,1700000.0,14000000.0,5000000.0, Approved
770.0,5.0, Not Graduate, No,1300000.0,4800000.0,4.0,346.0,3200000.0,1600000.0,3400000.0,1600000.0, Approved
771.0,3.0,, No,4000000.0,12800000.0,18.0,635.0,6000000.0,7000000.0,12900000.0,4200000.0,
772.0,2.0, Not Graduate,,8700000.0,22700000.0,,365.0,8200000.0,14800000.0,30200000.0,, Rejected
773.0,1.0, Not Graduate, No,9500000.0,,16.0,,24900000.0,,35700000.0,6200000.0, Approved
774.0,, Graduate, Yes,9000000.0,,2.0,440.0,17100000.0,1000000.0,28500000.0,7600000.0, Rejected
775.0,0.0, Graduate, Yes,7300000.0,23300000.0,2.0,,15700000.0,5900000.0,25800000.0,4100000.0, Approved
776.0,, Graduate, Yes,7400000.0,25700000.0,,461.0,5700000.0,,15100000.0,, Approved
777.0,5.0, Not Graduate,,3100000.0,10800000.0,10.0,681.0,5100000.0,1700000.0,7400000.0,1500000.0, Approved
778.0,2.0,, No,4300000.0,9400000.0,,485.0,11000000.0,8100000.0,,, Rejected
779.0,1.0, Graduate, Yes,2400000.0,8300000.0,6.0,684.0,5500000.0,3500000.0,5300000.0,2300000.0, Approved
780.0,1.0, Graduate, No,,17900000.0,14.0,727.0,13100000.0,0.0,12300000.0,, Approved
781.0,2.0, Not Graduate, No,1600000.0,5100000.0,,784.0,1400000.0,,4500000.0,, Approved
782.0,3.0, Not Graduate,,9900000.0,,,865.0,,3600000.0,36500000.0,, Approved
783.0,, Not Graduate, No,5800000.0,20100000.0,18.0,,1400000.0,10800000.0,16300000.0,5600000.0, Approved
784.0,4.0, Not Graduate, No,2200000.0,8500000.0,,866.0,4000000.0,1900000.0,6800000.0,, Approved
,0.0, Graduate, No,,14400000.0,2.0,761.0,-100000.0,7300000.0,12600000.0,4500000.0, Approved
,2.0,, Yes,,,18.0,,,500000.0,1400000.0,, Approved
787.0,, Graduate, No,2200000.0,,6.0,,2700000.0,2900000.0,6700000.0,3300000.0,
788.0,1.0, Graduate, Yes,,5500000.0,,820.0,2700000.0,2400000.0,9300000.0,, Approved
,4.0, Not Graduate, No,1200000.0,4300000.0,8.0,598.0,1600000.0,1800000.0,3200000.0,1300000.0, Approved
790.0,2.0,, No,3100000.0,8700000.0,18.0,544.0,5300000.0,1100000.0,12200000.0,1500000.0,
791.0,5.0, Not Graduate, Yes,4600000.0,14500000.0,14.0,561.0,2300000.0,6200000.0,10200000.0,5800000.0, Approved
,4.0, Graduate, Yes,9300000.0,35500000.0,,547.0,2800000.0,17800000.0,27000000.0,, Rejected
793.0,4.0, Graduate, No,6300000.0,,,504.0,,10900000.0,14500000.0,9400000.0, Rejected
794.0,2.0, Not Graduate, No,5900000.0,20800000.0,14.0,,7100000.0,5800000.0,13100000.0,8800000.0,
795.0,,, Yes,2900000.0,,6.0,,1000000.0,300000.0,7600000.0,3600000.0, Approved
796.0,4.0, Not Graduate, No,6100000.0,,18.0,351.0,11800000.0,,24400000.0,4800000.0, Rejected
797.0,4.0, Graduate, Yes,5900000.0,19700000.0,10.0,431.0,3300000.0,,22700000.0,5300000.0, Rejected
,1.0, Not Graduate, Yes,4600000.0,18400000.0,10.0,403.0,200000.0,8800000.0,17300000.0,2900000.0, Rejected
799.0,2.0, Not Graduate, No,,20200000.0,8.0,668.0,,5000000.0,26100000.0,9100000.0, Approved
,3.0,, Yes,5100000.0,10400000.0,18.0,,,4300000.0,20100000.0,4600000.0, Rejected
,, Graduate, No,3100000.0,10600000.0,14.0,665.0,6200000.0,800000.0,9500000.0,3900000.0, Approved
,2.0, Graduate, No,4100000.0,12800000.0,16.0,344.0,10300000.0,,,4100000.0, Rejected
803.0,, Graduate, No,,5400000.0,,555.0,,,5100000.0,1700000.0, Approved
804.0,, Not Graduate, Yes,,26900000.0,20.0,301.0,23800000.0,,31000000.0,9900000.0, Rejected
,2.0, Not Graduate, Yes,800000.0,,6.0,,2000000.0,,,,
806.0,2.0, Graduate, No,8400000.0,23100000.0,6.0,689.0,5700000.0,2500000.0,18900000.0,11900000.0, Approved
807.0,0.0,, No,,33900000.0,,665.0,8500000.0,,17900000.0,4500000.0, Approved
808.0,3.0, Not Graduate, Yes,3300000.0,12700000.0,,,3600000.0,6200000.0,12600000.0,, Approved
,3.0,, No,5800000.0,12800000.0,20.0,335.0,4400000.0,3000000.0,15300000.0,8000000.0, Rejected
810.0,, Not Graduate, No,4400000.0,10500000.0,,,100000.0,,12100000.0,5000000.0, Approved
811.0,1.0, Not Graduate,,2600000.0,8500000.0,2.0,491.0,1700000.0,1800000.0,5300000.0,2600000.0, Approved
,, Not Graduate, Yes,9600000.0,,20.0,,23000000.0,11800000.0,,10300000.0,
,5.0, Not Graduate, Yes,5200000.0,18100000.0,,809.0,2400000.0,6900000.0,14000000.0,5500000.0,
814.0,5.0,, Yes,9700000.0,36400000.0,16.0,,3500000.0,15000000.0,31300000.0,5200000.0, Rejected
815.0,1.0, Graduate, Yes,200000.0,800000.0,,624.0,600000.0,0.0,600000.0,0.0, Approved
816.0,3.0, Graduate, No,6500000.0,16800000.0,10.0,388.0,9500000.0,800000.0,14900000.0,, Rejected
817.0,4.0, Graduate, Yes,7200000.0,23100000.0,,644.0,13300000.0,3500000.0,,4200000.0, Approved
818.0,0.0, Not Graduate, No,5200000.0,,14.0,600.0,7300000.0,9700000.0,16500000.0,3600000.0, Approved
819.0,2.0, Not Graduate, No,6500000.0,14100000.0,2.0,709.0,1000000.0,12700000.0,20900000.0,, Approved
820.0,5.0,,,2300000.0,5600000.0,,642.0,,1900000.0,,2500000.0,
,0.0, Not Graduate,,3300000.0,,4.0,423.0,7400000.0,4700000.0,11600000.0,3200000.0,
822.0,0.0, Not Graduate,,2000000.0,5900000.0,12.0,900.0,,2400000.0,,3000000.0, Approved
823.0,2.0, Graduate, Yes,8300000.0,19500000.0,4.0,,2300000.0,9400000.0,21700000.0,, Rejected
824.0,, Graduate, Yes,3800000.0,14300000.0,4.0,645.0,1300000.0,1100000.0,10900000.0,4600000.0, Approved
825.0,0.0, Not Graduate, No,,15600000.0,16.0,742.0,700000.0,5800000.0,11400000.0,6800000.0, Approved
,, Not Graduate,,7300000.0,19800000.0,8.0,,5500000.0,6000000.0,29000000.0,10300000.0, Approved
827.0,1.0, Graduate, No,1600000.0,5400000.0,12.0,707.0,,1700000.0,,, Approved
828.0,5.0, Not Graduate, Yes,,,4.0,,500000.0,900000.0,,400000.0, Approved
829.0,4.0, Not Graduate, No,6300000.0,,10.0,,9600000.0,,,, Rejected
830.0,2.0, Graduate, No,8800000.0,17700000.0,,706.0,,4300000.0,30300000.0,9200000.0, Approved
,0.0,, No,7300000.0,14500000.0,16.0,811.0,1000000.0,12400000.0,16100000.0,, Approved
832.0,2.0, Graduate, Yes,3800000.0,9100000.0,14.0,,6300000.0,2400000.0,,, Approved
833.0,3.0,,,,16700000.0,10.0,,15800000.0,8200000.0,20100000.0,9100000.0, Approved
834.0,5.0, Not Graduate, Yes,3500000.0,9500000.0,4.0,664.0,,500000.0,,, Approved
835.0,,, Yes,1400000.0,5000000.0,2.0,,0.0,2600000.0,5300000.0,1500000.0,
,3.0, Not Graduate, Yes,3500000.0,12000000.0,2.0,786.0,600000.0,6400000.0,,1700000.0, Approved
837.0,1.0,, Yes,600000.0,2000000.0,,326.0,,1000000.0,2400000.0,700000.0, Rejected
838.0,0.0, Not Graduate, No,4100000.0,10800000.0,16.0,399.0,,,12700000.0,, Rejected
839.0,2.0, Not Graduate, Yes,5400000.0,11500000.0,6.0,841.0,6800000.0,100000.0,11100000.0,6600000.0, Approved
840.0,2.0,, Yes,,6700000.0,14.0,638.0,,200000.0,4900000.0,2300000.0, Approved
841.0,4.0,, Yes,3500000.0,8900000.0,4.0,,4000000.0,3900000.0,,3800000.0, Rejected
842.0,0.0, Graduate, Yes,8300000.0,30000000.0,,600.0,14600000.0,12500000.0,,12000000.0, Approved
,,, Yes,6700000.0,15600000.0,16.0,768.0,300000.0,,26000000.0,3800000.0,
,0.0, Not Graduate, No,,6500000.0,10.0,523.0,2400000.0,1100000.0,,1100000.0, Rejected
845.0,2.0, Graduate,,6500000.0,,14.0,327.0,8200000.0,100000.0,22800000.0,, Rejected
,1.0,, Yes,600000.0,1800000.0,,,1000000.0,700000.0,,800000.0,
847.0,5.0, Graduate, No,7000000.0,23000000.0,18.0,803.0,18700000.0,6300000.0,,4100000.0, Approved
848.0,2.0,, No,7700000.0,15400000.0,18.0,524.0,12900000.0,,21000000.0,6600000.0, Rejected
,1.0, Graduate,,2600000.0,6600000.0,6.0,506.0,,1900000.0,9600000.0,2100000.0, Rejected
,1.0, Graduate,,9200000.0,,2.0,351.0,22400000.0,,31500000.0,13000000.0, Rejected
,2.0, Graduate, Yes,1800000.0,4200000.0,8.0,648.0,1200000.0,3100000.0,6200000.0,1600000.0, Approved
852.0,1.0, Not Graduate, No,,18500000.0,4.0,612.0,6100000.0,5900000.0,16400000.0,2900000.0, Approved
853.0,1.0, Graduate, No,5700000.0,,14.0,396.0,5400000.0,,17600000.0,5600000.0, Rejected
854.0,, Not Graduate, No,300000.0,800000.0,2.0,,500000.0,,1100000.0,, Rejected
855.0,3.0, Graduate, Yes,,3400000.0,6.0,488.0,,500000.0,4500000.0,1600000.0, Rejected
